frame,range_bin,doppler_bin,angle_rad,snr,zone_flag
0.000000,159.000000,8.000000,0.000000,76.649101,0.000000
0.000000,92.000000,8.000000,0.000000,77.289581,1.000000
0.000000,178.000000,8.000000,0.000000,76.414566,0.000000
0.000000,173.000000,8.000000,0.000000,77.905411,0.000000
0.000000,162.000000,8.000000,-0.000000,78.983818,0.000000
0.000000,165.000000,8.000000,0.000000,78.109978,0.000000
0.000000,156.000000,8.000000,0.201358,78.081627,0.000000
0.000000,153.000000,8.000000,0.201358,78.921539,0.000000
0.000000,190.000000,9.000000,0.927295,78.494583,0.000000
0.000000,171.000000,8.000000,0.000000,78.275261,0.000000
0.000000,172.000000,8.000000,0.000000,78.346153,0.000000
0.000000,161.000000,7.000000,-0.643501,79.154343,0.000000
0.000000,168.000000,8.000000,-0.000000,79.222916,0.000000
0.000000,164.000000,8.000000,-0.000000,81.313927,0.000000
0.000000,161.000000,8.000000,-0.927295,84.494255,0.000000
0.000000,160.000000,8.000000,-0.643501,82.697205,0.000000
0.000000,183.000000,8.000000,-0.000000,79.452560,0.000000
0.000000,184.000000,8.000000,-0.000000,80.602585,0.000000
0.000000,154.000000,8.000000,-0.000000,80.280502,0.000000
0.000000,149.000000,8.000000,0.643501,80.632736,1.000000
0.000000,187.000000,8.000000,-0.000000,79.534889,0.000000
0.000000,188.000000,8.000000,-0.000000,79.561058,0.000000
0.000000,189.000000,8.000000,-0.643501,82.185440,0.000000
0.000000,190.000000,8.000000,-0.643501,83.732719,0.000000
0.000000,191.000000,8.000000,-0.927295,80.880402,0.000000
0.000000,193.000000,8.000000,0.000000,79.978584,0.000000
0.000000,145.000000,8.000000,-0.643501,79.448311,1.000000
0.000000,131.000000,8.000000,-0.927295,79.910957,1.000000
0.000000,161.000000,9.000000,-0.000000,79.338257,0.000000
0.000000,148.000000,8.000000,0.643501,81.379822,1.000000
2.000000,60.000000,8.000000,-0.000000,101.499565,0.000000
2.000000,52.000000,8.000000,-0.000000,101.500244,0.000000
2.000000,83.000000,8.000000,0.000000,101.506927,0.000000
2.000000,48.000000,8.000000,0.000000,101.524292,0.000000
2.000000,140.000000,8.000000,-0.000000,101.537865,1.000000
2.000000,147.000000,8.000000,-0.000000,101.508568,1.000000
2.000000,164.000000,8.000000,0.000000,101.529671,0.000000
2.000000,54.000000,8.000000,0.000000,101.540848,0.000000
2.000000,181.000000,8.000000,0.000000,101.597046,0.000000
2.000000,87.000000,8.000000,-0.000000,101.558586,0.000000
2.000000,66.000000,8.000000,0.000000,101.553955,0.000000
2.000000,61.000000,8.000000,-0.000000,101.563477,0.000000
2.000000,183.000000,8.000000,-0.201358,101.579025,0.000000
2.000000,165.000000,8.000000,0.927295,101.620956,0.000000
2.000000,67.000000,8.000000,-0.927295,101.607224,0.000000
2.000000,57.000000,8.000000,-0.000000,101.555847,0.000000
2.000000,174.000000,8.000000,-0.643501,101.620773,0.000000
2.000000,158.000000,8.000000,-0.000000,101.542221,0.000000
2.000000,176.000000,8.000000,-0.000000,101.617630,0.000000
2.000000,151.000000,8.000000,-0.000000,101.611366,0.000000
2.000000,177.000000,8.000000,0.000000,101.617172,0.000000
2.000000,71.000000,8.000000,0.000000,101.576981,0.000000
2.000000,150.000000,8.000000,-0.000000,101.614120,0.000000
2.000000,72.000000,8.000000,0.000000,101.576714,0.000000
2.000000,131.000000,8.000000,-0.411517,101.626091,1.000000
2.000000,178.000000,8.000000,0.000000,101.854935,0.000000
2.000000,179.000000,8.000000,-0.643501,101.863777,0.000000
2.000000,180.000000,8.000000,-0.927295,101.804146,0.000000
2.000000,175.000000,8.000000,0.201358,101.668678,0.000000
2.000000,132.000000,8.000000,-0.411517,101.909637,1.000000
2.000000,86.000000,8.000000,-1.570796,101.640480,0.000000
2.000000,173.000000,8.000000,-0.201358,101.687767,0.000000
2.000000,172.000000,8.000000,0.643501,101.757019,0.000000
2.000000,171.000000,8.000000,0.000000,101.907036,0.000000
2.000000,170.000000,8.000000,0.000000,101.965431,0.000000
2.000000,169.000000,8.000000,-0.201358,101.915932,0.000000
2.000000,168.000000,8.000000,0.000000,101.842743,0.000000
2.000000,167.000000,8.000000,0.000000,101.787788,0.000000
2.000000,166.000000,8.000000,-0.201358,101.780540,0.000000
2.000000,163.000000,8.000000,-0.643501,101.835838,0.000000
2.000000,56.000000,8.000000,-0.000000,101.662750,0.000000
2.000000,55.000000,8.000000,-0.643501,101.737892,0.000000
2.000000,162.000000,8.000000,-0.927295,102.008568,0.000000
2.000000,161.000000,8.000000,0.000000,102.072166,0.000000
2.000000,160.000000,8.000000,0.000000,101.729416,0.000000
2.000000,157.000000,8.000000,-0.000000,101.756828,0.000000
2.000000,185.000000,8.000000,0.000000,101.639549,0.000000
2.000000,156.000000,8.000000,-0.411517,101.788101,0.000000
2.000000,155.000000,8.000000,0.000000,101.745804,0.000000
2.000000,154.000000,8.000000,0.000000,101.751816,0.000000
2.000000,186.000000,8.000000,-0.201358,102.133430,0.000000
2.000000,153.000000,8.000000,0.000000,101.689789,0.000000
2.000000,187.000000,8.000000,0.643501,101.990059,0.000000
2.000000,152.000000,8.000000,0.927295,101.869705,0.000000
2.000000,193.000000,8.000000,0.000000,102.226013,0.000000
2.000000,149.000000,8.000000,-0.000000,101.917084,1.000000
2.000000,148.000000,8.000000,-0.643501,101.739746,1.000000
2.000000,139.000000,8.000000,-0.201358,101.654030,1.000000
2.000000,138.000000,8.000000,-0.000000,101.626396,1.000000
2.000000,188.000000,8.000000,-0.000000,101.788651,0.000000
2.000000,189.000000,8.000000,-0.643501,101.753304,0.000000
2.000000,137.000000,8.000000,0.000000,101.820618,1.000000
2.000000,191.000000,8.000000,-0.927295,101.874290,0.000000
2.000000,192.000000,8.000000,-0.000000,102.351608,0.000000
3.000000,147.000000,8.000000,-0.000000,101.532410,1.000000
3.000000,158.000000,8.000000,-0.000000,101.533463,0.000000
3.000000,82.000000,8.000000,-0.643501,101.534950,0.000000
3.000000,66.000000,8.000000,0.000000,101.580696,0.000000
3.000000,61.000000,8.000000,0.000000,101.598564,0.000000
3.000000,181.000000,8.000000,0.411517,101.567635,0.000000
3.000000,60.000000,8.000000,-0.000000,101.555504,0.000000
3.000000,57.000000,8.000000,-0.927295,101.535561,0.000000
3.000000,51.000000,8.000000,0.000000,101.546967,0.000000
3.000000,140.000000,8.000000,-0.000000,101.567368,1.000000
3.000000,159.000000,8.000000,0.411517,101.565002,0.000000
3.000000,138.000000,8.000000,-0.927295,101.569939,1.000000
3.000000,83.000000,8.000000,-0.927295,101.562828,0.000000
3.000000,52.000000,8.000000,-0.643501,101.572510,0.000000
3.000000,72.000000,8.000000,0.000000,101.598694,0.000000
3.000000,71.000000,8.000000,-0.000000,101.613602,0.000000
3.000000,177.000000,8.000000,0.000000,101.631615,0.000000
3.000000,176.000000,8.000000,-0.000000,101.650787,0.000000
3.000000,174.000000,8.000000,0.000000,101.643593,0.000000
3.000000,67.000000,8.000000,0.643501,101.608742,0.000000
3.000000,183.000000,8.000000,-0.000000,101.610229,0.000000
3.000000,54.000000,8.000000,-0.201358,101.648941,0.000000
3.000000,165.000000,8.000000,0.643501,101.630890,0.000000
3.000000,86.000000,8.000000,-0.643501,101.653442,0.000000
3.000000,180.000000,8.000000,0.643501,101.821457,0.000000
3.000000,179.000000,8.000000,-0.643501,101.880150,0.000000
3.000000,178.000000,8.000000,-0.643501,101.868515,0.000000
3.000000,175.000000,8.000000,-0.000000,101.727608,0.000000
3.000000,173.000000,8.000000,0.000000,101.675987,0.000000
3.000000,172.000000,8.000000,0.643501,101.709602,0.000000
3.000000,171.000000,8.000000,0.643501,101.861458,0.000000
3.000000,170.000000,8.000000,-0.000000,101.989952,0.000000
3.000000,185.000000,8.000000,-0.201358,101.705406,0.000000
3.000000,169.000000,8.000000,0.643501,101.952682,0.000000
3.000000,168.000000,8.000000,0.000000,101.844879,0.000000
3.000000,167.000000,8.000000,0.643501,101.794647,0.000000
3.000000,186.000000,8.000000,-0.643501,102.172997,0.000000
3.000000,187.000000,8.000000,-0.643501,101.985977,0.000000
3.000000,166.000000,8.000000,0.000000,101.778908,0.000000
3.000000,56.000000,8.000000,0.000000,101.666550,0.000000
3.000000,55.000000,8.000000,0.643501,101.779358,0.000000
3.000000,163.000000,8.000000,-0.000000,101.846268,0.000000
3.000000,162.000000,8.000000,-0.000000,102.030602,0.000000
3.000000,161.000000,8.000000,-0.643501,102.064987,0.000000
3.000000,192.000000,8.000000,0.201358,102.357338,0.000000
3.000000,160.000000,8.000000,-0.643501,101.768425,0.000000
3.000000,157.000000,8.000000,-0.000000,101.713348,0.000000
3.000000,156.000000,8.000000,-0.000000,101.801926,0.000000
3.000000,155.000000,8.000000,-0.201358,101.757355,0.000000
3.000000,154.000000,8.000000,0.643501,101.703293,0.000000
3.000000,153.000000,8.000000,0.643501,101.671646,0.000000
3.000000,152.000000,8.000000,0.000000,101.963577,0.000000
3.000000,151.000000,8.000000,-0.927295,101.780525,0.000000
3.000000,150.000000,8.000000,-0.643501,101.667557,0.000000
3.000000,149.000000,8.000000,-0.411517,101.894249,1.000000
3.000000,148.000000,8.000000,-0.000000,101.747292,1.000000
3.000000,131.000000,8.000000,-1.570796,101.717743,1.000000
3.000000,132.000000,8.000000,0.927295,101.948219,1.000000
3.000000,137.000000,8.000000,-0.927295,101.764702,1.000000
3.000000,188.000000,8.000000,-0.201358,101.753670,0.000000
3.000000,189.000000,8.000000,0.000000,101.778023,0.000000
3.000000,139.000000,8.000000,0.643501,101.667076,1.000000
3.000000,193.000000,8.000000,-0.643501,102.227493,0.000000
3.000000,191.000000,8.000000,-0.000000,101.940758,0.000000
4.000000,71.000000,8.000000,0.000000,101.593910,0.000000
4.000000,92.000000,8.000000,0.643501,101.596565,1.000000
4.000000,182.000000,8.000000,-0.000000,101.605988,0.000000
4.000000,37.000000,8.000000,-0.000000,101.600517,0.000000
4.000000,145.000000,8.000000,-0.000000,101.606071,1.000000
4.000000,81.000000,8.000000,0.927295,101.663933,0.000000
4.000000,82.000000,8.000000,0.000000,101.714539,0.000000
4.000000,83.000000,8.000000,0.000000,101.628944,0.000000
4.000000,86.000000,8.000000,-0.000000,101.626930,0.000000
4.000000,168.000000,8.000000,0.643501,101.655884,0.000000
4.000000,167.000000,8.000000,0.411517,101.652344,0.000000
4.000000,166.000000,8.000000,0.411517,101.794937,0.000000
4.000000,165.000000,8.000000,-0.201358,101.732376,0.000000
4.000000,164.000000,8.000000,-0.000000,101.628571,0.000000
4.000000,61.000000,8.000000,-0.927295,101.658516,0.000000
4.000000,60.000000,8.000000,-0.927295,101.740891,0.000000
4.000000,163.000000,8.000000,-0.000000,101.767441,0.000000
4.000000,162.000000,8.000000,0.643501,102.046143,0.000000
4.000000,172.000000,8.000000,0.000000,101.700935,0.000000
4.000000,56.000000,8.000000,-0.927295,101.627037,0.000000
4.000000,55.000000,8.000000,-0.643501,101.731544,0.000000
4.000000,54.000000,8.000000,-0.000000,101.724701,0.000000
4.000000,161.000000,8.000000,-0.201358,102.224976,0.000000
4.000000,160.000000,8.000000,0.201358,101.792496,0.000000
4.000000,51.000000,8.000000,0.000000,101.728806,0.000000
4.000000,50.000000,8.000000,-0.000000,101.661423,0.000000
4.000000,169.000000,8.000000,0.411517,101.810745,0.000000
4.000000,158.000000,8.000000,0.000000,101.611328,0.000000
4.000000,157.000000,8.000000,0.000000,101.746841,0.000000
4.000000,156.000000,8.000000,0.643501,101.837921,0.000000
4.000000,155.000000,8.000000,0.201358,101.606895,0.000000
4.000000,170.000000,8.000000,-0.000000,101.950500,0.000000
4.000000,193.000000,8.000000,0.201358,101.856308,0.000000
4.000000,152.000000,8.000000,0.201358,101.812218,0.000000
4.000000,151.000000,8.000000,0.927295,101.968590,0.000000
4.000000,150.000000,8.000000,0.201358,101.938614,0.000000
4.000000,149.000000,8.000000,-0.000000,102.017815,1.000000
4.000000,148.000000,8.000000,-0.927295,101.809990,1.000000
4.000000,131.000000,8.000000,-0.643501,101.669487,1.000000
4.000000,39.000000,8.000000,0.000000,101.621414,0.000000
4.000000,192.000000,8.000000,-0.201358,101.883987,0.000000
4.000000,38.000000,8.000000,-0.000000,101.723053,0.000000
4.000000,132.000000,8.000000,-0.201358,101.808563,1.000000
4.000000,147.000000,8.000000,-0.643501,101.677696,1.000000
4.000000,191.000000,8.000000,0.000000,101.893394,0.000000
4.000000,190.000000,8.000000,0.000000,101.736656,0.000000
4.000000,189.000000,8.000000,-0.000000,101.847748,0.000000
4.000000,146.000000,8.000000,-0.643501,101.679283,1.000000
4.000000,187.000000,8.000000,-0.201358,101.696846,0.000000
4.000000,186.000000,8.000000,-0.000000,102.074257,0.000000
4.000000,185.000000,8.000000,-0.643501,101.819992,0.000000
4.000000,137.000000,8.000000,0.927295,101.667374,1.000000
4.000000,183.000000,8.000000,-0.201358,101.665443,0.000000
4.000000,141.000000,8.000000,-0.643501,101.623970,1.000000
4.000000,142.000000,8.000000,0.927295,101.852242,1.000000
4.000000,180.000000,8.000000,0.643501,101.609299,0.000000
4.000000,179.000000,8.000000,0.000000,101.919090,0.000000
4.000000,178.000000,8.000000,-0.000000,102.009750,0.000000
4.000000,177.000000,8.000000,-0.643501,101.917374,0.000000
4.000000,176.000000,8.000000,0.411517,101.754959,0.000000
4.000000,175.000000,8.000000,-0.000000,101.702042,0.000000
4.000000,174.000000,8.000000,-0.000000,101.671249,0.000000
4.000000,173.000000,8.000000,0.201358,101.687347,0.000000
4.000000,171.000000,8.000000,-0.000000,101.912506,0.000000
5.000000,75.000000,8.000000,-0.000000,101.607178,0.000000
5.000000,81.000000,8.000000,-0.000000,101.741486,0.000000
5.000000,186.000000,8.000000,0.000000,101.999977,0.000000
5.000000,185.000000,8.000000,0.000000,101.853462,0.000000
5.000000,82.000000,8.000000,-0.643501,101.734978,0.000000
5.000000,183.000000,8.000000,-0.201358,101.669853,0.000000
5.000000,182.000000,8.000000,-0.927295,101.686371,0.000000
5.000000,80.000000,8.000000,-0.411517,101.681061,0.000000
5.000000,179.000000,8.000000,0.411517,101.812775,0.000000
5.000000,178.000000,8.000000,0.000000,101.997421,0.000000
5.000000,177.000000,8.000000,0.000000,102.012749,0.000000
5.000000,176.000000,8.000000,0.000000,101.760262,0.000000
5.000000,175.000000,8.000000,0.927295,101.644165,0.000000
5.000000,174.000000,8.000000,0.927295,101.624435,0.000000
5.000000,173.000000,8.000000,-0.411517,101.656410,0.000000
5.000000,172.000000,8.000000,-0.643501,101.706871,0.000000
5.000000,171.000000,8.000000,0.000000,101.955711,0.000000
5.000000,170.000000,8.000000,0.000000,101.912170,0.000000
5.000000,169.000000,8.000000,-0.201358,101.697975,0.000000
5.000000,79.000000,8.000000,-0.000000,101.615280,0.000000
5.000000,76.000000,8.000000,-0.000000,101.651070,0.000000
5.000000,166.000000,8.000000,0.000000,101.711060,0.000000
5.000000,165.000000,8.000000,-0.201358,101.747490,0.000000
5.000000,164.000000,8.000000,-0.000000,101.669907,0.000000
5.000000,163.000000,8.000000,-0.643501,101.682137,0.000000
5.000000,162.000000,8.000000,-0.927295,101.995377,0.000000
5.000000,161.000000,8.000000,0.000000,102.236923,0.000000
5.000000,86.000000,8.000000,-0.000000,101.634453,0.000000
5.000000,189.000000,8.000000,-0.643501,101.962090,0.000000
5.000000,158.000000,8.000000,-0.000000,101.734818,0.000000
5.000000,157.000000,8.000000,-0.201358,101.768105,0.000000
5.000000,156.000000,8.000000,-0.411517,101.762482,0.000000
5.000000,37.000000,8.000000,-0.000000,101.680176,0.000000
5.000000,152.000000,8.000000,0.643501,101.647507,0.000000
5.000000,151.000000,8.000000,0.000000,102.014336,0.000000
5.000000,150.000000,8.000000,-0.000000,101.972084,0.000000
5.000000,149.000000,8.000000,-0.000000,101.966522,1.000000
5.000000,148.000000,8.000000,-0.643501,101.825569,1.000000
5.000000,147.000000,8.000000,-0.000000,101.749138,1.000000
5.000000,146.000000,8.000000,-0.927295,101.721245,1.000000
5.000000,145.000000,8.000000,-0.643501,101.620255,1.000000
5.000000,38.000000,8.000000,0.643501,101.773842,0.000000
5.000000,142.000000,8.000000,-0.411517,102.064079,1.000000
5.000000,141.000000,8.000000,0.000000,101.836845,1.000000
5.000000,39.000000,8.000000,-0.000000,101.629494,0.000000
5.000000,41.000000,8.000000,-0.643501,101.609703,0.000000
5.000000,190.000000,8.000000,0.000000,101.852806,0.000000
5.000000,137.000000,8.000000,-0.643501,101.688599,1.000000
5.000000,42.000000,8.000000,-0.201358,101.615837,0.000000
5.000000,48.000000,8.000000,-0.000000,101.645355,0.000000
5.000000,132.000000,8.000000,0.201358,101.722221,1.000000
5.000000,131.000000,8.000000,0.201358,101.647156,1.000000
5.000000,49.000000,8.000000,-0.000000,101.629311,0.000000
5.000000,50.000000,8.000000,0.000000,101.755470,0.000000
5.000000,51.000000,8.000000,0.000000,101.729706,0.000000
5.000000,54.000000,8.000000,0.000000,101.767303,0.000000
5.000000,55.000000,8.000000,-0.411517,101.635506,0.000000
5.000000,59.000000,8.000000,-0.643501,101.672485,0.000000
5.000000,60.000000,8.000000,-0.000000,101.839493,0.000000
5.000000,191.000000,8.000000,-0.201358,101.793282,0.000000
5.000000,61.000000,8.000000,-0.000000,101.700897,0.000000
5.000000,70.000000,8.000000,-0.927295,101.624702,0.000000
5.000000,193.000000,8.000000,-0.927295,101.629677,0.000000
5.000000,160.000000,8.000000,0.000000,101.736603,0.000000
6.000000,175.000000,8.000000,-0.000000,101.561539,0.000000
6.000000,69.000000,8.000000,0.000000,101.569710,0.000000
6.000000,182.000000,8.000000,-0.643501,101.606857,0.000000
6.000000,193.000000,8.000000,0.643501,101.604164,0.000000
6.000000,55.000000,8.000000,-0.000000,101.576492,0.000000
6.000000,42.000000,8.000000,-0.643501,101.594765,0.000000
6.000000,87.000000,8.000000,-0.201358,101.604111,0.000000
6.000000,79.000000,8.000000,0.000000,101.620216,0.000000
6.000000,92.000000,8.000000,-0.000000,101.575233,1.000000
6.000000,48.000000,8.000000,0.643501,101.635666,0.000000
6.000000,172.000000,8.000000,-0.643501,101.646019,0.000000
6.000000,173.000000,8.000000,-0.643501,101.591270,0.000000
6.000000,138.000000,8.000000,-0.643501,101.574493,1.000000
6.000000,70.000000,8.000000,-0.643501,101.635536,0.000000
6.000000,145.000000,8.000000,0.000000,101.590286,1.000000
6.000000,39.000000,8.000000,-0.643501,101.636436,0.000000
6.000000,61.000000,8.000000,-0.643501,101.648056,0.000000
6.000000,82.000000,8.000000,0.201358,101.663254,0.000000
6.000000,86.000000,8.000000,-0.927295,101.674706,0.000000
6.000000,81.000000,8.000000,-0.643501,101.688164,0.000000
6.000000,146.000000,8.000000,0.000000,101.674347,1.000000
6.000000,147.000000,8.000000,0.643501,101.685890,1.000000
6.000000,137.000000,8.000000,0.927295,101.664848,1.000000
6.000000,59.000000,8.000000,-0.000000,101.667175,0.000000
6.000000,80.000000,8.000000,-0.643501,101.669472,0.000000
6.000000,75.000000,8.000000,0.000000,101.662910,0.000000
6.000000,132.000000,8.000000,0.643501,101.670372,1.000000
6.000000,166.000000,8.000000,0.000000,101.679176,0.000000
6.000000,51.000000,8.000000,-0.927295,101.666283,0.000000
6.000000,49.000000,8.000000,-0.643501,101.657532,0.000000
6.000000,37.000000,8.000000,-0.927295,101.652824,0.000000
6.000000,76.000000,8.000000,0.000000,101.692604,0.000000
6.000000,131.000000,8.000000,-0.201358,101.723312,1.000000
6.000000,141.000000,8.000000,-0.000000,101.880539,1.000000
6.000000,142.000000,8.000000,0.000000,102.009232,1.000000
6.000000,148.000000,8.000000,-0.000000,101.721458,1.000000
6.000000,149.000000,8.000000,0.000000,101.903496,1.000000
6.000000,150.000000,8.000000,-0.643501,101.958290,0.000000
6.000000,151.000000,8.000000,0.201358,101.951630,0.000000
6.000000,156.000000,8.000000,0.201358,101.730782,0.000000
6.000000,157.000000,8.000000,-0.000000,101.730537,0.000000
6.000000,158.000000,8.000000,0.000000,101.718735,0.000000
6.000000,160.000000,8.000000,0.000000,101.695366,0.000000
6.000000,161.000000,8.000000,-0.000000,102.229797,0.000000
6.000000,162.000000,8.000000,-0.000000,102.031044,0.000000
6.000000,163.000000,8.000000,-0.000000,101.746582,0.000000
6.000000,164.000000,8.000000,-0.000000,101.743172,0.000000
6.000000,165.000000,8.000000,0.643501,101.794357,0.000000
6.000000,169.000000,8.000000,-0.643501,101.710838,0.000000
6.000000,170.000000,8.000000,0.000000,101.946602,0.000000
6.000000,176.000000,8.000000,-0.000000,101.710358,0.000000
6.000000,177.000000,8.000000,-0.201358,101.963165,0.000000
6.000000,178.000000,8.000000,-0.201358,101.909569,0.000000
6.000000,179.000000,8.000000,0.000000,101.726837,0.000000
6.000000,185.000000,8.000000,-0.927295,101.795799,0.000000
6.000000,186.000000,8.000000,-0.643501,101.964096,0.000000
6.000000,38.000000,8.000000,-0.643501,101.744339,0.000000
6.000000,50.000000,8.000000,-0.927295,101.744522,0.000000
6.000000,189.000000,8.000000,-0.000000,101.949120,0.000000
6.000000,54.000000,8.000000,-0.643501,101.726608,0.000000
6.000000,190.000000,8.000000,-0.643501,101.847946,0.000000
6.000000,191.000000,8.000000,-0.000000,101.741493,0.000000
6.000000,60.000000,8.000000,-0.000000,101.830147,0.000000
6.000000,171.000000,8.000000,-0.643501,101.949524,0.000000
7.000000,49.000000,8.000000,0.643501,101.456139,0.000000
7.000000,37.000000,8.000000,0.201358,101.478127,0.000000
7.000000,187.000000,8.000000,-0.201358,101.513573,0.000000
7.000000,42.000000,8.000000,1.570796,101.474808,0.000000
7.000000,50.000000,8.000000,-0.000000,101.503502,0.000000
7.000000,48.000000,8.000000,-0.643501,101.471329,0.000000
7.000000,160.000000,8.000000,-0.000000,101.611481,0.000000
7.000000,168.000000,8.000000,0.927295,101.503319,0.000000
7.000000,184.000000,8.000000,-0.643501,101.631119,0.000000
7.000000,159.000000,8.000000,-0.201358,101.498871,0.000000
7.000000,158.000000,8.000000,0.000000,101.660385,0.000000
7.000000,86.000000,8.000000,-0.000000,101.552399,0.000000
7.000000,38.000000,8.000000,0.927295,101.475731,0.000000
7.000000,190.000000,8.000000,-0.000000,101.652084,0.000000
7.000000,164.000000,8.000000,-0.000000,101.627670,0.000000
7.000000,82.000000,8.000000,-0.000000,101.471809,0.000000
7.000000,183.000000,8.000000,0.000000,101.608559,0.000000
7.000000,182.000000,8.000000,-0.000000,101.490784,0.000000
7.000000,79.000000,8.000000,0.643501,101.481972,0.000000
7.000000,154.000000,8.000000,0.643501,101.499168,0.000000
7.000000,165.000000,8.000000,0.000000,101.501213,0.000000
7.000000,179.000000,8.000000,0.000000,101.624825,0.000000
7.000000,75.000000,8.000000,-0.411517,101.558777,0.000000
7.000000,74.000000,8.000000,0.000000,101.497658,0.000000
7.000000,166.000000,8.000000,0.201358,101.557274,0.000000
7.000000,167.000000,8.000000,0.927295,101.464592,0.000000
7.000000,151.000000,8.000000,-0.000000,101.573166,0.000000
7.000000,41.000000,8.000000,-0.000000,101.490585,0.000000
7.000000,149.000000,8.000000,-0.643501,101.603271,1.000000
7.000000,148.000000,8.000000,-0.643501,101.549057,1.000000
7.000000,147.000000,8.000000,-0.000000,101.568970,1.000000
7.000000,66.000000,8.000000,0.201358,101.501778,0.000000
7.000000,65.000000,8.000000,0.000000,101.490288,0.000000
7.000000,175.000000,8.000000,-0.927295,101.642746,0.000000
7.000000,174.000000,8.000000,-0.000000,101.529144,0.000000
7.000000,173.000000,8.000000,0.411517,101.510742,0.000000
7.000000,172.000000,8.000000,0.411517,101.544838,0.000000
7.000000,60.000000,8.000000,-0.000000,101.522423,0.000000
7.000000,59.000000,8.000000,0.000000,101.485237,0.000000
7.000000,142.000000,8.000000,-0.643501,101.574135,1.000000
7.000000,141.000000,8.000000,-0.000000,101.556595,1.000000
7.000000,56.000000,8.000000,-0.927295,101.503273,0.000000
7.000000,55.000000,8.000000,0.000000,101.469566,0.000000
7.000000,54.000000,8.000000,0.927295,101.494087,0.000000
7.000000,138.000000,8.000000,0.201358,101.529678,1.000000
7.000000,137.000000,8.000000,0.927295,101.522224,1.000000
7.000000,169.000000,8.000000,-0.000000,101.688828,0.000000
7.000000,189.000000,8.000000,-0.000000,101.949188,0.000000
7.000000,188.000000,8.000000,-0.000000,101.721771,0.000000
7.000000,186.000000,8.000000,-0.000000,101.735870,0.000000
7.000000,185.000000,8.000000,-0.000000,101.718544,0.000000
7.000000,178.000000,8.000000,-0.000000,101.752800,0.000000
7.000000,177.000000,8.000000,0.643501,101.887466,0.000000
7.000000,176.000000,8.000000,-0.201358,101.795074,0.000000
7.000000,171.000000,8.000000,0.000000,101.829407,0.000000
7.000000,170.000000,8.000000,0.643501,101.885544,0.000000
7.000000,150.000000,8.000000,0.000000,101.689613,0.000000
7.000000,155.000000,8.000000,-0.643501,101.786171,0.000000
7.000000,156.000000,8.000000,-0.000000,101.969627,0.000000
7.000000,157.000000,8.000000,0.000000,101.790947,0.000000
7.000000,161.000000,8.000000,0.643501,102.055840,0.000000
7.000000,162.000000,8.000000,0.643501,101.935608,0.000000
7.000000,163.000000,8.000000,-0.000000,101.830109,0.000000
7.000000,193.000000,8.000000,-0.000000,101.695862,0.000000
8.000000,71.000000,8.000000,-0.927295,101.380402,0.000000
8.000000,172.000000,8.000000,0.643501,101.384315,0.000000
8.000000,37.000000,8.000000,0.000000,101.386963,0.000000
8.000000,73.000000,8.000000,-0.643501,101.380997,0.000000
8.000000,180.000000,8.000000,-0.927295,101.385101,0.000000
8.000000,58.000000,8.000000,0.000000,101.388901,0.000000
8.000000,157.000000,8.000000,-0.000000,101.872345,0.000000
