# range_bin,doppler_bin,angle_deg,snr,zone_flag
178.0,8,0.1,101.2,0
140.0,8,0.0,101.2,1
139.0,8,-0.0,101.4,1
136.0,8,-0.1,101.2,1
57.0,8,0.2,101.3,0
134.0,8,-0.3,101.4,1
129.0,8,0.2,101.4,1
145.0,8,-0.3,101.4,1
128.0,8,0.1,101.3,1
183.0,8,0.6,101.3,0
125.0,8,0.1,101.2,1
152.0,8,0.0,101.4,0
153.0,8,0.1,101.4,0
120.0,8,-0.5,101.3,1
157.0,8,0.0,101.3,0
158.0,8,0.2,101.3,0
164.0,8,-0.6,101.2,0
167.0,8,0.1,101.3,0
76.0,8,-0.0,101.4,0
74.0,8,-0.1,101.3,0
175.0,8,0.7,101.4,0
75.0,8,-0.1,101.6,0
189.0,8,-1.6,102.3,0
188.0,8,-1.4,101.6,0
186.0,8,0.2,101.4,0
185.0,8,1.2,101.5,0
182.0,8,2.3,101.4,0
181.0,8,1.9,101.4,0
180.0,8,1.5,101.5,0
179.0,8,1.6,101.5,0
177.0,8,2.2,101.5,0
192.0,8,4.4,101.6,0
176.0,8,2.9,101.8,0
132.0,8,1.2,101.5,1
133.0,8,1.2,101.4,1
137.0,8,3.2,101.4,1
138.0,8,4.0,101.5,1
141.0,8,7.4,101.4,1
142.0,8,11.7,101.6,1
143.0,8,18.1,101.5,1
144.0,8,20.3,101.4,1
146.0,8,9.1,101.5,1
147.0,8,6.6,101.6,1
148.0,8,5.5,101.5,1
149.0,8,5.1,101.5,1
150.0,8,5.5,101.5,0
151.0,8,8.0,101.5,0
154.0,8,6.2,101.5,0
155.0,8,5.4,101.7,0
156.0,8,6.3,101.9,0
161.0,8,7.2,101.6,0
162.0,8,5.0,101.9,0
163.0,8,0.3,101.7,0
168.0,8,-18.4,101.7,0
190.0,8,15.3,102.1,0
191.0,8,18.6,101.7,0
169.0,8,-6.0,101.7,0
170.0,8,14.2,101.8,0
171.0,8,24.5,101.5,0
193.0,8,20.7,102.2,0
119.0,8,-0.1,101.1,1
89.0,8,0.2,101.1,0
126.0,8,-0.2,101.2,1
187.0,8,-0.2,101.2,0
184.0,8,0.2,101.2,0
136.0,8,-0.0,101.2,1
56.0,8,0.1,101.2,0
186.0,8,-0.1,101.4,0
178.0,8,0.0,101.3,0
183.0,8,0.4,101.4,0
182.0,8,0.3,101.4,0
185.0,8,0.2,101.4,0
120.0,8,-0.4,101.2,1
124.0,8,-0.1,101.3,1
125.0,8,-0.2,101.3,1
128.0,8,-0.0,101.3,1
129.0,8,0.2,101.4,1
132.0,8,-0.1,101.3,1
133.0,8,-0.3,101.4,1
137.0,8,0.4,101.4,1
138.0,8,0.8,101.3,1
76.0,8,0.1,101.3,0
141.0,8,1.0,101.3,1
74.0,8,-0.1,101.5,0
142.0,8,0.8,101.4,1
148.0,8,0.7,101.3,1
149.0,8,0.8,101.3,1
150.0,8,0.8,101.4,0
151.0,8,0.9,101.3,0
152.0,8,0.9,101.4,0
157.0,8,0.9,101.4,0
158.0,8,1.6,101.4,0
161.0,8,1.9,101.4,0
164.0,8,-1.6,101.3,0
167.0,8,-1.1,101.4,0
168.0,8,0.2,101.6,0
171.0,8,0.4,101.5,0
175.0,8,2.4,101.6,0
191.0,8,4.3,101.6,0
177.0,8,3.2,101.6,0
57.0,8,0.2,101.3,0
179.0,8,4.8,101.6,0
75.0,8,-0.2,101.7,0
188.0,8,4.6,101.8,0
192.0,8,8.6,102.1,0
181.0,8,14.2,101.6,0
180.0,8,11.8,101.8,0
143.0,8,26.1,101.7,1
144.0,8,27.4,101.7,1
145.0,8,28.5,101.7,1
146.0,8,29.9,101.7,1
147.0,8,32.1,101.6,1
153.0,8,16.4,101.7,0
154.0,8,13.4,101.8,0
155.0,8,13.6,101.9,0
156.0,8,15.8,102.0,0
162.0,8,7.5,101.8,0
189.0,8,17.3,102.2,0
190.0,8,17.2,101.7,0
163.0,8,2.4,101.8,0
169.0,8,-16.3,101.7,0
170.0,8,-8.6,101.9,0
176.0,8,21.7,101.9,0
193.0,8,14.1,102.5,0
174.0,8,0.0,101.2,0
125.0,8,-0.0,101.2,1
119.0,8,-0.2,101.2,1
60.0,8,0.0,101.3,0
158.0,8,-0.1,101.5,0
54.0,8,0.1,101.3,0
55.0,8,0.2,101.3,0
181.0,8,-0.0,101.5,0
132.0,8,-0.2,101.5,1
137.0,8,0.0,101.5,1
157.0,8,-0.1,101.5,0
56.0,8,0.2,101.3,0
57.0,8,0.2,101.3,0
185.0,8,0.0,101.4,0
167.0,8,0.4,101.4,0
136.0,8,-0.0,101.5,1
187.0,8,-0.4,101.5,0
146.0,8,-0.0,101.3,1
161.0,8,1.2,101.5,0
164.0,8,0.2,101.4,0
147.0,8,0.5,101.4,1
76.0,8,0.1,101.3,0
190.0,8,-1.2,101.5,0
74.0,8,0.2,101.5,0
73.0,8,0.1,101.3,0
72.0,8,0.1,101.5,0
71.0,8,-0.0,101.4,0
191.0,8,0.4,101.5,0
149.0,8,1.6,101.4,1
150.0,8,1.6,101.5,0
133.0,8,-0.6,101.5,1
124.0,8,0.4,101.3,1
128.0,8,0.8,101.5,1
129.0,8,0.8,101.5,1
151.0,8,2.7,101.5,0
50.0,8,0.2,101.3,0
145.0,8,3.8,101.6,1
152.0,8,3.5,101.7,0
75.0,8,0.5,101.7,0
144.0,8,4.6,101.7,1
143.0,8,4.0,101.9,1
142.0,8,4.2,101.8,1
141.0,8,4.9,101.6,1
180.0,8,7.8,101.8,0
179.0,8,5.9,101.7,0
153.0,8,8.2,101.7,0
177.0,8,5.0,101.7,0
140.0,8,8.1,101.6,1
176.0,8,5.4,102.1,0
154.0,8,12.9,101.7,0
155.0,8,15.9,101.8,0
156.0,8,19.7,101.9,0
175.0,8,6.9,101.7,0
171.0,8,4.7,101.6,0
170.0,8,4.3,102.0,0
169.0,8,2.7,101.7,0
168.0,8,-41.0,101.6,0
186.0,8,14.1,101.7,0
192.0,8,13.4,102.1,0
188.0,8,20.5,101.7,0
189.0,8,21.8,102.0,0
163.0,8,17.8,101.9,0
162.0,8,18.9,101.9,0
193.0,8,13.4,102.9,0
145.0,8,-0.2,101.1,1
131.0,8,-0.0,101.1,1
43.0,8,0.3,101.2,0
44.0,8,0.3,101.2,0
187.0,8,-0.1,101.2,0
138.0,8,0.0,101.2,1
182.0,8,0.1,101.2,0
53.0,8,0.2,101.2,0
190.0,8,-0.8,101.2,0
56.0,8,0.2,101.2,0
126.0,8,-0.0,101.2,1
191.0,8,-0.5,101.2,0
158.0,8,0.1,101.2,0
146.0,8,-0.1,101.1,1
50.0,8,0.1,101.2,0
54.0,8,0.2,101.2,0
70.0,8,0.0,101.3,0
161.0,8,1.3,101.4,0
133.0,8,-0.5,101.3,1
181.0,8,0.2,101.3,0
129.0,8,0.3,101.3,1
127.0,8,0.2,101.3,1
148.0,8,0.4,101.4,1
74.0,8,0.2,101.3,0
57.0,8,0.2,101.3,0
72.0,8,0.2,101.3,0
71.0,8,0.2,101.4,0
144.0,8,-1.2,101.4,1
157.0,8,0.9,101.4,0
139.0,8,0.5,101.4,1
171.0,8,0.3,101.4,0
143.0,8,-1.2,101.4,1
192.0,8,3.2,102.3,0
175.0,8,2.2,101.6,0
176.0,8,3.0,102.1,0
177.0,8,3.7,101.4,0
179.0,8,5.1,101.5,0
136.0,8,0.1,101.6,1
180.0,8,8.4,101.6,0
170.0,8,1.8,101.8,0
137.0,8,0.9,101.6,1
75.0,8,1.4,101.5,0
132.0,8,0.1,101.5,1
169.0,8,2.6,101.8,0
168.0,8,2.1,101.5,0
140.0,8,1.8,101.8,1
163.0,8,7.2,101.7,0
162.0,8,9.2,101.7,0
141.0,8,2.9,101.6,1
156.0,8,18.3,101.8,0
155.0,8,17.5,101.6,0
154.0,8,15.5,101.7,0
153.0,8,13.3,101.5,0
152.0,8,11.7,101.7,0
151.0,8,11.0,101.8,0
128.0,8,8.2,101.5,1
185.0,8,14.7,101.5,0
186.0,8,18.7,101.7,0
150.0,8,13.7,101.7,0
142.0,8,18.9,101.6,1
189.0,8,29.5,101.6,0
149.0,8,16.8,101.7,1
147.0,8,25.9,101.5,1
193.0,8,17.9,103.2,0
61.0,8,0.0,101.1,0
118.0,8,-0.2,101.1,1
49.0,8,0.2,101.1,0
135.0,8,-0.2,101.1,1
157.0,8,-0.0,101.3,0
161.0,8,0.7,101.4,0
162.0,8,0.6,101.6,0
156.0,8,0.0,101.8,0
155.0,8,0.1,101.3,0
154.0,8,0.1,101.4,0
153.0,8,0.1,101.4,0
163.0,8,0.5,101.5,0
134.0,8,-0.6,101.2,1
152.0,8,-0.1,101.5,0
151.0,8,-0.2,101.7,0
150.0,8,-0.3,101.9,0
149.0,8,-0.3,102.0,1
148.0,8,-0.3,101.7,1
147.0,8,-0.3,101.8,1
168.0,8,0.9,101.6,0
146.0,8,-0.4,101.5,1
75.0,8,0.1,101.3,0
74.0,8,0.1,101.3,0
169.0,8,1.0,101.7,0
145.0,8,-0.7,101.3,1
71.0,8,0.0,101.2,0
144.0,8,-1.0,101.6,1
143.0,8,-1.0,101.4,1
142.0,8,-0.5,101.2,1
141.0,8,0.2,101.3,1
140.0,8,0.7,101.7,1
170.0,8,1.1,101.7,0
171.0,8,0.7,101.3,0
193.0,8,3.4,102.9,0
139.0,8,1.2,101.5,1
138.0,8,1.1,101.2,1
137.0,8,0.8,101.5,1
175.0,8,4.8,101.6,0
136.0,8,0.4,101.5,1
57.0,8,-0.2,101.3,0
56.0,8,-0.2,101.2,0
124.0,8,1.7,101.2,1
125.0,8,3.0,101.4,1
126.0,8,5.1,101.4,1
176.0,8,10.0,102.0,0
127.0,8,8.6,101.3,1
50.0,8,0.4,101.2,0
128.0,8,13.6,101.4,1
177.0,8,14.2,101.3,0
179.0,8,20.8,101.4,0
180.0,8,26.7,101.5,0
181.0,8,28.6,101.3,0
182.0,8,25.4,101.2,0
129.0,8,27.0,101.3,1
132.0,8,45.7,101.4,1
183.0,8,22.6,101.3,0
184.0,8,19.9,101.4,0
185.0,8,19.7,101.6,0
186.0,8,21.5,101.6,0
133.0,8,41.6,101.3,1
189.0,8,19.5,101.7,0
190.0,8,16.4,101.3,0
191.0,8,15.1,101.9,0
192.0,8,15.3,102.7,0
54.0,8,0.0,101.2,0
166.0,8,0.1,101.2,0
188.0,8,-0.3,101.3,0
76.0,8,0.2,101.3,0
123.0,8,-0.1,101.2,1
71.0,8,0.1,101.3,0
154.0,8,0.2,101.3,0
129.0,8,0.2,101.3,1
126.0,8,0.1,101.3,1
57.0,8,0.2,101.3,0
177.0,8,0.1,101.4,0
56.0,8,0.1,101.3,0
137.0,8,0.0,101.4,1
120.0,8,-0.7,101.3,1
164.0,8,0.2,101.3,0
118.0,8,-0.5,101.4,1
141.0,8,-0.0,101.3,1
119.0,8,-0.8,101.3,1
142.0,8,-0.3,101.3,1
133.0,8,-0.6,101.4,1
181.0,8,-0.4,101.4,0
153.0,8,0.4,101.4,0
124.0,8,0.2,101.4,1
145.0,8,-0.6,101.4,1
74.0,8,0.3,101.4,0
75.0,8,0.4,101.5,0
170.0,8,0.9,101.9,0
171.0,8,0.7,101.5,0
169.0,8,1.4,101.8,0
144.0,8,-0.6,101.7,1
168.0,8,1.6,101.7,0
167.0,8,1.2,101.4,0
175.0,8,2.4,101.6,0
176.0,8,2.5,101.8,0
163.0,8,3.0,101.6,0
162.0,8,4.4,101.7,0
161.0,8,5.5,101.5,0
156.0,8,0.4,101.8,0
155.0,8,0.0,101.5,0
152.0,8,0.1,101.5,0
151.0,8,-0.3,101.6,0
150.0,8,-0.6,101.6,0
149.0,8,-0.7,101.8,1
148.0,8,-0.7,101.8,1
192.0,8,4.6,102.7,0
147.0,8,-0.3,102.0,1
146.0,8,0.6,101.8,1
125.0,8,5.5,101.5,1
132.0,8,10.0,101.5,1
136.0,8,10.8,101.5,1
179.0,8,16.1,101.5,0
180.0,8,20.5,101.6,0
139.0,8,20.6,101.5,1
182.0,8,23.4,101.4,0
183.0,8,22.4,101.6,0
140.0,8,32.1,101.6,1
184.0,8,22.1,101.5,0
185.0,8,21.6,101.7,0
186.0,8,20.7,101.5,0
143.0,8,48.6,101.7,1
189.0,8,11.4,102.0,0
190.0,8,10.3,101.6,0
191.0,8,10.6,102.3,0
193.0,8,14.4,102.7,0
71.0,8,0.2,101.2,0
131.0,8,-0.2,101.2,1
53.0,8,0.1,101.2,0
118.0,8,-0.2,101.2,1
56.0,8,0.2,101.3,0
152.0,8,0.1,101.6,0
153.0,8,0.1,101.4,0
154.0,8,0.1,101.4,0
145.0,8,-0.3,101.5,1
144.0,8,-0.4,101.5,1
139.0,8,0.2,101.4,1
142.0,8,-0.1,101.5,1
155.0,8,-0.0,101.5,0
164.0,8,0.1,101.5,0
177.0,8,0.4,101.3,0
185.0,8,0.7,101.5,0
128.0,8,0.1,101.4,1
157.0,8,-0.1,101.3,0
129.0,8,0.2,101.5,1
184.0,8,1.2,101.4,0
158.0,8,0.3,101.4,0
76.0,8,0.2,101.3,0
183.0,8,1.4,101.4,0
74.0,8,0.3,101.5,0
165.0,8,-0.2,101.3,0
186.0,8,1.1,101.3,0
182.0,8,1.6,101.4,0
132.0,8,0.1,101.4,1
133.0,8,0.1,101.4,1
141.0,8,1.8,101.3,1
136.0,8,1.6,101.5,1
149.0,8,0.4,101.4,1
166.0,8,-0.4,101.3,0
161.0,8,4.1,101.3,0
137.0,8,3.2,101.4,1
181.0,8,4.7,101.5,0
180.0,8,4.9,101.6,0
179.0,8,5.5,101.5,0
54.0,8,-0.2,101.3,0
148.0,8,1.3,101.5,1
57.0,8,0.8,101.4,0
167.0,8,0.9,101.4,0
140.0,8,11.0,101.6,1
162.0,8,7.3,101.7,0
75.0,8,2.2,101.6,0
163.0,8,7.3,101.8,0
156.0,8,7.7,101.7,0
151.0,8,2.3,101.7,0
150.0,8,3.3,101.7,0
175.0,8,16.8,101.6,0
176.0,8,17.5,101.7,0
168.0,8,35.6,101.7,0
147.0,8,14.0,101.9,1
192.0,8,8.9,102.5,0
169.0,8,35.3,101.8,0
170.0,8,30.2,102.1,0
171.0,8,28.6,101.7,0
146.0,8,32.8,101.9,1
188.0,8,12.3,101.7,0
143.0,8,40.3,101.8,1
189.0,8,10.7,102.2,0
190.0,8,10.3,101.7,0
191.0,8,11.1,102.1,0
193.0,8,15.4,102.8,0
61.0,8,0.0,101.2,0
97.0,8,0.1,101.2,1
66.0,8,0.1,101.2,0
161.0,8,0.6,101.2,0
182.0,8,0.0,101.2,0
148.0,8,0.1,101.2,1
141.0,8,-0.0,101.3,1
56.0,8,0.2,101.3,0
138.0,8,0.1,101.3,1
50.0,8,0.1,101.3,0
137.0,8,0.1,101.3,1
136.0,8,0.1,101.4,1
149.0,8,0.0,101.4,1
152.0,8,-0.1,101.5,0
153.0,8,-0.0,101.3,0
133.0,8,-0.4,101.4,1
132.0,8,-0.3,101.5,1
154.0,8,0.0,101.4,0
155.0,8,-0.0,101.5,0
129.0,8,0.2,101.4,1
157.0,8,-0.0,101.5,0
76.0,8,-0.1,101.2,0
158.0,8,0.4,101.4,0
74.0,8,-0.0,101.3,0
187.0,8,-0.5,101.4,0
128.0,8,0.2,101.5,1
127.0,8,-0.0,101.3,1
186.0,8,0.5,101.4,0
126.0,8,-0.0,101.3,1
184.0,8,2.4,101.3,0
183.0,8,2.8,101.3,0
185.0,8,2.1,101.4,0
164.0,8,-0.0,101.4,0
181.0,8,3.2,101.5,0
167.0,8,-1.2,101.3,0
175.0,8,6.4,101.5,0
57.0,8,0.3,101.4,0
179.0,8,5.9,101.5,0
75.0,8,-0.3,101.6,0
188.0,8,-0.2,102.0,0
192.0,8,5.4,102.4,0
139.0,8,6.3,101.6,1
140.0,8,6.9,101.6,1
142.0,8,7.5,101.8,1
143.0,8,9.0,102.0,1
144.0,8,11.6,101.6,1
145.0,8,13.7,101.6,1
146.0,8,13.2,101.9,1
147.0,8,10.9,101.8,1
150.0,8,4.8,101.8,0
151.0,8,4.4,101.6,0
156.0,8,12.8,101.9,0
180.0,8,24.6,101.7,0
162.0,8,10.9,101.8,0
163.0,8,10.8,101.9,0
168.0,8,-29.9,101.7,0
169.0,8,13.3,101.9,0
189.0,8,9.8,102.1,0
190.0,8,11.4,101.7,0
170.0,8,30.6,102.2,0
171.0,8,33.9,101.6,0
176.0,8,30.4,101.6,0
191.0,8,15.0,101.9,0
193.0,8,19.4,102.7,0
76.0,8,0.2,101.2,0
184.0,8,0.2,101.2,0
152.0,8,-0.1,101.3,0
54.0,8,0.2,101.2,0
56.0,8,0.1,101.3,0
57.0,8,0.2,101.3,0
182.0,8,0.1,101.2,0
177.0,8,0.2,101.3,0
71.0,8,0.0,101.2,0
125.0,8,-0.2,101.3,1
127.0,8,-0.3,101.3,1
61.0,8,0.1,101.2,0
171.0,8,0.1,101.3,0
187.0,8,-0.4,101.6,0
186.0,8,-0.1,101.8,0
185.0,8,0.2,101.6,0
170.0,8,0.3,102.0,0
183.0,8,0.7,101.3,0
181.0,8,0.0,101.5,0
180.0,8,-0.1,101.8,0
179.0,8,0.0,101.7,0
192.0,8,0.9,102.4,0
75.0,8,0.0,101.6,0
74.0,8,-0.1,101.5,0
176.0,8,1.0,101.8,0
72.0,8,-0.2,101.3,0
175.0,8,1.2,101.4,0
126.0,8,-0.8,101.3,1
128.0,8,-0.3,101.4,1
129.0,8,0.2,101.3,1
132.0,8,-0.1,101.6,1
133.0,8,-0.5,101.4,1
136.0,8,0.9,101.4,1
137.0,8,1.6,101.4,1
138.0,8,2.2,101.6,1
139.0,8,2.6,101.8,1
140.0,8,2.8,101.6,1
141.0,8,2.9,101.5,1
142.0,8,3.2,102.0,1
143.0,8,4.1,102.0,1
144.0,8,6.2,101.7,1
145.0,8,8.5,101.7,1
146.0,8,8.6,101.7,1
147.0,8,7.0,101.4,1
149.0,8,2.9,101.4,1
150.0,8,1.0,101.5,0
151.0,8,-2.1,101.3,0
154.0,8,-6.3,101.4,0
155.0,8,-1.5,101.5,0
156.0,8,4.0,101.9,0
157.0,8,9.1,101.5,0
158.0,8,12.5,101.4,0
161.0,8,13.1,101.5,0
162.0,8,12.4,102.0,0
163.0,8,11.4,101.8,0
164.0,8,9.3,101.3,0
167.0,8,-20.6,101.3,0
188.0,8,11.3,101.9,0
189.0,8,13.6,101.9,0
168.0,8,-18.6,101.7,0
169.0,8,-6.2,101.9,0
190.0,8,16.8,101.6,0
191.0,8,18.6,101.9,0
193.0,8,19.7,102.4,0
56.0,8,0.1,101.2,0
54.0,8,0.1,101.2,0
151.0,8,-0.2,101.2,0
68.0,8,0.0,101.2,0
76.0,8,0.1,101.2,0
184.0,8,0.3,101.2,0
131.0,8,-0.0,101.2,1
133.0,8,-0.4,101.3,1
73.0,8,0.1,101.2,0
89.0,8,0.2,101.2,0
178.0,8,-0.0,101.3,0
183.0,8,0.4,101.5,0
182.0,8,0.2,101.5,0
150.0,8,-0.2,101.4,0
149.0,8,-0.1,101.5,1
152.0,8,-0.1,101.4,0
146.0,8,-0.1,101.3,1
145.0,8,-0.3,101.6,1
153.0,8,0.1,101.6,0
185.0,8,0.6,101.5,0
154.0,8,0.0,101.6,0
144.0,8,-0.4,101.6,1
181.0,8,0.2,101.6,0
75.0,8,0.2,101.3,0
74.0,8,0.2,101.3,0
177.0,8,0.5,101.4,0
72.0,8,-0.1,101.3,0
71.0,8,-0.2,101.3,0
186.0,8,0.7,101.6,0
175.0,8,0.9,101.6,0
143.0,8,0.4,101.8,1
188.0,8,-0.8,101.8,0
170.0,8,1.2,101.6,0
169.0,8,1.5,101.7,0
168.0,8,1.2,101.6,0
155.0,8,-0.9,101.6,0
187.0,8,1.0,101.5,0
61.0,8,0.0,101.3,0
60.0,8,-0.2,101.4,0
141.0,8,3.9,101.5,1
190.0,8,3.5,101.7,0
140.0,8,4.4,101.3,1
120.0,8,-0.3,101.3,1
139.0,8,4.5,101.3,1
164.0,8,2.8,101.4,0
138.0,8,4.4,101.4,1
157.0,8,6.2,101.5,0
128.0,8,-0.5,101.3,1
137.0,8,4.7,101.4,1
132.0,8,-4.2,101.5,1
158.0,8,13.5,101.3,0
161.0,8,11.4,101.7,0
136.0,8,7.3,101.3,1
163.0,8,9.3,101.8,0
162.0,8,11.3,102.0,0
180.0,8,20.3,101.9,0
179.0,8,16.8,101.8,0
176.0,8,10.2,101.9,0
192.0,8,18.4,102.0,0
142.0,8,42.9,101.8,1
189.0,8,15.8,102.0,0
156.0,8,20.0,101.9,0
191.0,8,18.7,101.9,0
193.0,8,17.2,102.0,0
56.0,8,0.2,101.2,0
158.0,8,-0.0,101.2,0
131.0,8,-0.0,101.2,1
76.0,8,0.1,101.2,0
130.0,8,0.2,101.2,1
140.0,8,0.1,101.2,1
61.0,8,0.1,101.2,0
147.0,8,0.0,101.2,1
57.0,8,0.2,101.2,0
133.0,8,-0.5,101.2,1
89.0,8,0.2,101.3,0
132.0,8,-0.3,101.3,1
134.0,8,-0.5,101.3,1
172.0,8,-0.1,101.3,0
129.0,8,0.4,101.4,1
137.0,8,0.3,101.3,1
187.0,8,-0.3,101.4,0
60.0,8,0.0,101.4,0
184.0,8,0.9,101.3,0
141.0,8,0.2,101.4,1
128.0,8,0.5,101.3,1
164.0,8,-0.6,101.3,0
75.0,8,0.1,101.4,0
146.0,8,0.1,101.4,1
171.0,8,0.2,101.3,0
120.0,8,-0.5,101.3,1
148.0,8,0.5,101.3,1
151.0,8,0.4,101.3,0
136.0,8,0.3,101.4,1
150.0,8,0.6,101.4,0
145.0,8,0.5,101.5,1
152.0,8,0.6,101.6,0
157.0,8,1.0,101.5,0
186.0,8,1.5,101.5,0
178.0,8,1.2,101.5,0
191.0,8,0.6,101.5,0
192.0,8,3.7,101.5,0
185.0,8,3.5,101.5,0
183.0,8,5.5,101.5,0
170.0,8,2.0,101.5,0
182.0,8,6.9,101.6,0
181.0,8,7.1,101.6,0
177.0,8,3.8,101.5,0
169.0,8,2.4,101.6,0
168.0,8,-0.6,101.7,0
180.0,8,9.8,101.8,0
179.0,8,8.2,101.9,0
176.0,8,5.6,101.8,0
175.0,8,5.5,101.8,0
142.0,8,20.9,101.6,1
143.0,8,30.6,101.8,1
144.0,8,37.4,101.7,1
149.0,8,24.3,101.6,1
153.0,8,9.7,101.9,0
154.0,8,9.4,101.8,0
155.0,8,11.2,101.8,0
156.0,8,15.0,102.2,0
161.0,8,14.5,101.7,0
188.0,8,14.9,101.7,0
162.0,8,12.5,101.9,0
189.0,8,18.4,101.9,0
190.0,8,19.2,101.7,0
163.0,8,9.3,101.8,0
193.0,8,13.8,102.2,0
71.0,8,0.2,101.2,0
132.0,8,-0.3,101.2,1
138.0,8,-0.0,101.2,1
129.0,8,0.2,101.3,1
124.0,8,-0.1,101.3,1
119.0,8,-0.3,101.3,1
128.0,8,0.2,101.3,1
164.0,8,-0.2,101.3,0
89.0,8,0.2,101.3,0
88.0,8,0.2,101.3,0
188.0,8,-0.5,101.3,0
57.0,8,0.2,101.3,0
120.0,8,-0.4,101.3,1
178.0,8,-0.1,101.4,0
126.0,8,-0.0,101.3,1
146.0,8,-0.0,101.4,1
172.0,8,-0.2,101.4,0
136.0,8,0.3,101.5,1
157.0,8,0.0,101.4,0
150.0,8,0.2,101.5,0
145.0,8,-0.2,101.4,1
76.0,8,0.0,101.4,0
139.0,8,0.6,101.4,1
74.0,8,0.0,101.4,0
183.0,8,1.2,101.4,0
182.0,8,0.7,101.5,0
184.0,8,1.7,101.4,0
