# range_bin,doppler_bin,angle_deg,snr,zone_flag
145.0,8,3.9,101.4,1
153.0,8,-3.9,101.5,0
170.0,8,5.3,101.9,0
171.0,8,6.6,101.5,0
172.0,8,7.3,101.3,0
173.0,8,7.4,101.4,0
174.0,8,7.1,101.7,0
146.0,8,7.9,101.1,1
147.0,8,5.7,101.3,1
175.0,8,7.5,101.7,0
193.0,8,-1.7,101.7,0
192.0,8,-2.3,101.5,0
148.0,8,-46.5,101.7,1
191.0,8,-3.0,101.2,0
190.0,8,-3.6,101.7,0
189.0,8,-3.7,101.5,0
157.0,8,7.9,101.2,0
185.0,8,37.2,101.4,0
112.0,8,4.2,101.1,1
183.0,8,22.6,101.3,0
156.0,8,2.2,101.4,0
149.0,8,-50.2,101.6,1
155.0,8,-11.2,101.8,0
179.0,8,32.4,101.8,0
178.0,8,38.7,101.6,0
137.0,8,12.6,102.1,1
75.0,8,0.2,101.0,0
49.0,8,0.3,101.0,0
72.0,8,0.2,101.0,0
68.0,8,0.1,101.0,0
126.0,8,0.1,101.1,1
74.0,8,0.2,101.0,0
82.0,8,0.1,101.1,0
135.0,8,-0.2,101.2,1
180.0,8,-0.3,101.2,0
138.0,8,-0.4,101.3,1
157.0,8,0.1,101.2,0
141.0,8,-0.1,101.2,1
142.0,8,0.1,101.2,1
152.0,8,-0.2,101.1,0
172.0,8,0.7,101.2,0
143.0,8,0.4,101.3,1
129.0,8,-0.4,101.1,1
71.0,8,-0.0,101.2,0
182.0,8,1.1,101.1,0
70.0,8,-0.1,101.3,0
127.0,8,0.0,101.1,1
123.0,8,0.3,101.1,1
146.0,8,0.5,101.2,1
191.0,8,-0.4,101.2,0
173.0,8,1.7,101.3,0
186.0,8,1.6,101.2,0
151.0,8,-0.8,101.2,0
112.0,8,-0.1,101.1,1
183.0,8,3.2,101.3,0
170.0,8,1.3,101.9,0
169.0,8,0.8,101.6,0
59.0,8,-0.0,101.3,0
69.0,8,-0.6,101.3,0
171.0,8,2.8,101.6,0
168.0,8,0.8,101.6,0
167.0,8,0.5,101.5,0
166.0,8,0.4,101.5,0
165.0,8,0.5,101.5,0
164.0,8,0.9,101.7,0
163.0,8,1.5,101.6,0
160.0,8,3.4,101.6,0
159.0,8,3.9,101.3,0
156.0,8,-0.5,101.4,0
155.0,8,-4.9,101.8,0
174.0,8,5.9,101.7,0
154.0,8,-9.4,101.7,0
136.0,8,1.3,101.5,1
175.0,8,6.2,101.7,0
178.0,8,1.6,101.5,0
179.0,8,11.6,101.8,0
137.0,8,3.4,102.1,1
140.0,8,21.8,101.3,1
144.0,8,26.5,101.3,1
145.0,8,27.6,101.5,1
193.0,8,-0.2,101.7,0
147.0,8,57.6,101.3,1
148.0,8,-62.8,101.8,1
192.0,8,-0.9,101.4,0
149.0,8,-49.6,101.6,1
190.0,8,1.0,101.8,0
189.0,8,12.5,101.5,0
150.0,8,-42.9,101.3,0
185.0,8,34.9,101.4,0
153.0,8,-30.4,101.4,0
112.0,8,-0.2,101.1,1
93.0,8,0.3,101.1,1
49.0,8,0.2,101.1,0
126.0,8,0.1,101.1,1
123.0,8,-0.0,101.2,1
161.0,8,0.2,101.1,0
182.0,8,0.3,101.2,0
70.0,8,0.0,101.2,0
127.0,8,-0.1,101.1,1
152.0,8,-0.3,101.2,0
129.0,8,-0.4,101.1,1
68.0,8,-0.0,101.1,0
74.0,8,0.3,101.1,0
72.0,8,0.1,101.2,0
157.0,8,0.2,101.2,0
71.0,8,-0.0,101.3,0
168.0,8,-0.1,101.7,0
69.0,8,-0.1,101.3,0
169.0,8,0.2,101.7,0
156.0,8,0.1,101.5,0
166.0,8,-0.0,101.5,0
165.0,8,0.1,101.5,0
170.0,8,0.7,102.0,0
164.0,8,0.2,101.7,0
171.0,8,1.3,101.7,0
172.0,8,1.7,101.3,0
163.0,8,0.5,101.6,0
160.0,8,1.6,101.7,0
159.0,8,1.8,101.4,0
135.0,8,-0.3,101.3,1
59.0,8,-0.1,101.3,0
136.0,8,-0.5,101.5,1
173.0,8,2.9,101.3,0
137.0,8,-0.6,102.0,1
174.0,8,2.9,101.7,0
138.0,8,-0.5,101.3,1
140.0,8,1.4,101.4,1
141.0,8,3.8,101.3,1
142.0,8,5.8,101.3,1
143.0,8,6.6,101.4,1
175.0,8,3.5,101.7,0
144.0,8,7.6,101.4,1
145.0,8,7.5,101.5,1
146.0,8,7.5,101.3,1
147.0,8,6.6,101.3,1
178.0,8,6.4,101.5,0
148.0,8,-0.3,101.8,1
149.0,8,-19.1,101.6,1
179.0,8,16.8,101.8,0
180.0,8,15.1,101.2,0
193.0,8,2.0,101.7,0
192.0,8,1.9,101.4,0
150.0,8,-32.5,101.4,0
151.0,8,-27.9,101.3,0
191.0,8,3.1,101.3,0
190.0,8,6.2,101.9,0
153.0,8,-24.7,101.4,0
154.0,8,-22.5,101.8,0
189.0,8,20.0,101.5,0
186.0,8,38.5,101.3,0
185.0,8,33.4,101.4,0
155.0,8,-17.2,102.0,0
183.0,8,26.2,101.4,0
167.0,8,10.6,101.5,0
93.0,8,0.2,101.1,1
162.0,8,0.1,101.1,0
72.0,8,0.1,101.2,0
127.0,8,-0.2,101.2,1
68.0,8,0.0,101.1,0
123.0,8,0.0,101.2,1
74.0,8,0.2,101.1,0
75.0,8,0.2,101.1,0
49.0,8,0.2,101.2,0
182.0,8,0.5,101.2,0
161.0,8,0.4,101.3,0
180.0,8,-0.1,101.3,0
151.0,8,-0.2,101.2,0
152.0,8,-0.2,101.2,0
173.0,8,0.8,101.3,0
126.0,8,0.3,101.2,1
157.0,8,0.2,101.3,0
59.0,8,0.0,101.4,0
164.0,8,0.2,101.7,0
163.0,8,0.3,101.7,0
69.0,8,-0.2,101.3,0
70.0,8,-0.2,101.3,0
71.0,8,-0.2,101.4,0
156.0,8,0.0,101.5,0
165.0,8,0.1,101.6,0
166.0,8,0.0,101.6,0
169.0,8,0.6,101.7,0
160.0,8,1.5,101.8,0
159.0,8,1.5,101.4,0
135.0,8,-0.2,101.3,1
167.0,8,0.2,101.5,0
136.0,8,-0.4,101.6,1
137.0,8,-0.5,102.1,1
138.0,8,-0.5,101.3,1
193.0,8,-0.0,101.7,0
192.0,8,0.3,101.4,0
191.0,8,0.5,101.4,0
190.0,8,0.6,101.9,0
189.0,8,1.4,101.5,0
140.0,8,2.8,101.4,1
186.0,8,34.5,101.3,0
185.0,8,21.0,101.4,0
141.0,8,8.2,101.3,1
142.0,8,10.7,101.4,1
143.0,8,10.8,101.4,1
144.0,8,10.0,101.4,1
145.0,8,9.3,101.5,1
146.0,8,8.3,101.3,1
147.0,8,4.3,101.4,1
183.0,8,17.3,101.4,0
148.0,8,-27.6,101.8,1
149.0,8,-31.6,101.6,1
150.0,8,-28.1,101.4,0
179.0,8,27.2,101.8,0
178.0,8,35.1,101.5,0
153.0,8,-20.4,101.4,0
154.0,8,-18.4,101.8,0
175.0,8,15.6,101.7,0
174.0,8,13.8,101.6,0
155.0,8,-14.6,102.0,0
172.0,8,14.0,101.3,0
171.0,8,14.8,101.7,0
170.0,8,15.8,102.0,0
168.0,8,16.3,101.7,0
82.0,8,0.1,101.1,0
124.0,8,0.1,101.1,1
68.0,8,0.1,101.1,0
129.0,8,-0.3,101.1,1
74.0,8,0.2,101.2,0
182.0,8,0.3,101.3,0
72.0,8,0.1,101.2,0
146.0,8,0.1,101.3,1
161.0,8,0.3,101.3,0
70.0,8,-0.0,101.2,0
69.0,8,-0.0,101.3,0
180.0,8,-0.2,101.2,0
173.0,8,0.7,101.3,0
151.0,8,-0.2,101.3,0
152.0,8,-0.3,101.3,0
138.0,8,-0.5,101.3,1
123.0,8,0.1,101.2,1
144.0,8,0.3,101.3,1
49.0,8,0.2,101.2,0
126.0,8,0.5,101.2,1
141.0,8,-0.1,101.3,1
59.0,8,-0.1,101.3,0
127.0,8,0.3,101.2,1
135.0,8,-0.2,101.4,1
71.0,8,-0.2,101.4,0
142.0,8,0.7,101.4,1
159.0,8,1.7,101.5,0
160.0,8,1.8,101.9,0
143.0,8,1.4,101.4,1
136.0,8,-0.3,101.6,1
157.0,8,1.2,101.4,0
156.0,8,0.4,101.6,0
137.0,8,-0.5,102.0,1
155.0,8,-0.8,102.0,0
154.0,8,-2.0,101.8,0
153.0,8,-3.0,101.4,0
163.0,8,2.0,101.7,0
164.0,8,1.8,101.7,0
165.0,8,1.7,101.6,0
175.0,8,4.2,101.7,0
166.0,8,2.5,101.5,0
167.0,8,3.7,101.5,0
168.0,8,5.7,101.7,0
169.0,8,7.7,101.6,0
170.0,8,8.7,101.9,0
171.0,8,9.0,101.7,0
172.0,8,9.1,101.4,0
150.0,8,-16.7,101.4,0
193.0,8,1.3,101.7,0
192.0,8,1.6,101.5,0
191.0,8,2.3,101.4,0
190.0,8,4.3,101.9,0
189.0,8,12.9,101.6,0
186.0,8,38.3,101.4,0
185.0,8,30.1,101.5,0
149.0,8,-42.9,101.6,1
183.0,8,20.1,101.5,0
148.0,8,-64.8,101.8,1
147.0,8,55.3,101.4,1
140.0,8,29.2,101.4,1
179.0,8,30.2,101.8,0
178.0,8,36.3,101.6,0
145.0,8,38.4,101.5,1
174.0,8,17.2,101.7,0
82.0,8,0.1,101.1,0
68.0,8,0.0,101.1,0
74.0,8,0.2,101.1,0
184.0,8,0.2,101.2,0
152.0,8,-0.2,101.3,0
59.0,8,0.1,101.3,0
129.0,8,-0.3,101.2,1
151.0,8,-0.1,101.3,0
126.0,8,0.2,101.2,1
123.0,8,0.0,101.3,1
127.0,8,-0.0,101.2,1
70.0,8,-0.1,101.2,0
72.0,8,0.0,101.2,0
180.0,8,-0.2,101.2,0
138.0,8,-0.5,101.3,1
161.0,8,0.6,101.2,0
124.0,8,0.4,101.2,1
157.0,8,0.3,101.3,0
148.0,8,0.3,101.8,1
149.0,8,0.1,101.6,1
147.0,8,0.3,101.4,1
150.0,8,-0.2,101.4,0
146.0,8,0.4,101.3,1
145.0,8,0.6,101.5,1
153.0,8,-0.5,101.4,0
154.0,8,-0.4,101.8,0
135.0,8,-0.1,101.3,1
155.0,8,-0.2,102.0,0
156.0,8,0.3,101.6,0
69.0,8,-0.6,101.3,0
193.0,8,-0.4,101.7,0
192.0,8,-0.2,101.4,0
191.0,8,0.0,101.3,0
190.0,8,0.2,101.8,0
189.0,8,0.7,101.6,0
186.0,8,18.2,101.3,0
185.0,8,11.4,101.5,0
71.0,8,-0.7,101.3,0
183.0,8,6.7,101.5,0
182.0,8,5.7,101.3,0
136.0,8,0.6,101.6,1
137.0,8,0.3,102.0,1
179.0,8,2.1,101.8,0
178.0,8,-0.0,101.5,0
144.0,8,9.4,101.4,1
143.0,8,12.4,101.5,1
175.0,8,8.4,101.8,0
174.0,8,9.1,101.7,0
173.0,8,9.8,101.3,0
172.0,8,10.5,101.4,0
171.0,8,11.4,101.8,0
170.0,8,12.5,101.9,0
169.0,8,13.5,101.6,0
168.0,8,13.8,101.8,0
167.0,8,12.7,101.6,0
166.0,8,10.8,101.5,0
165.0,8,9.3,101.6,0
164.0,8,8.6,101.8,0
163.0,8,8.4,101.7,0
142.0,8,33.6,101.4,1
140.0,8,30.4,101.5,1
160.0,8,8.9,101.9,0
159.0,8,8.9,101.6,0
141.0,8,34.7,101.4,1
124.0,8,0.1,101.1,1
161.0,8,0.0,101.1,0
74.0,8,0.2,101.1,0
68.0,8,0.0,101.1,0
82.0,8,0.1,101.1,0
129.0,8,-0.3,101.2,1
135.0,8,-0.2,101.4,1
172.0,8,0.4,101.3,0
180.0,8,-0.3,101.2,0
153.0,8,0.0,101.4,0
185.0,8,-0.1,101.4,0
182.0,8,0.4,101.3,0
138.0,8,-0.5,101.3,1
127.0,8,-0.1,101.2,1
151.0,8,-0.2,101.2,0
141.0,8,-0.1,101.4,1
126.0,8,0.3,101.1,1
123.0,8,0.1,101.2,1
142.0,8,0.3,101.3,1
72.0,8,0.0,101.2,0
71.0,8,-0.1,101.3,0
70.0,8,-0.2,101.2,0
69.0,8,-0.2,101.3,0
152.0,8,-0.5,101.2,0
143.0,8,0.9,101.4,1
173.0,8,1.9,101.2,0
144.0,8,1.2,101.4,1
157.0,8,0.7,101.1,0
150.0,8,-0.7,101.4,0
186.0,8,3.9,101.2,0
146.0,8,1.3,101.3,1
147.0,8,1.1,101.4,1
112.0,8,-0.3,101.2,1
59.0,8,-0.0,101.3,0
159.0,8,2.8,101.4,0
191.0,8,-0.1,101.3,0
192.0,8,-0.3,101.4,0
145.0,8,3.8,101.5,1
140.0,8,2.5,101.5,1
156.0,8,0.6,101.5,0
183.0,8,8.2,101.5,0
178.0,8,-1.5,101.5,0
167.0,8,2.7,101.6,0
165.0,8,3.3,101.6,0
189.0,8,5.5,101.6,0
166.0,8,4.1,101.6,0
169.0,8,6.7,101.6,0
175.0,8,8.2,101.8,0
174.0,8,8.8,101.7,0
179.0,8,14.3,101.7,0
171.0,8,9.8,101.7,0
170.0,8,10.4,102.0,0
168.0,8,10.6,101.7,0
164.0,8,7.6,101.8,0
163.0,8,7.7,101.7,0
160.0,8,8.2,101.7,0
155.0,8,-7.8,102.0,0
136.0,8,10.9,101.6,1
193.0,8,2.2,101.8,0
137.0,8,12.2,102.1,1
148.0,8,-68.8,101.8,1
190.0,8,5.9,101.9,0
149.0,8,-52.6,101.7,1
154.0,8,-18.9,101.8,0
139.0,8,-0.2,101.0,1
116.0,8,0.1,101.0,1
74.0,8,0.2,101.0,0
152.0,8,-0.2,101.1,0
161.0,8,0.1,101.1,0
82.0,8,0.1,101.1,0
123.0,8,-0.0,101.1,1
186.0,8,-0.5,101.1,0
182.0,8,0.3,101.1,0
112.0,8,-0.2,101.1,1
72.0,8,0.1,101.1,0
180.0,8,-0.4,101.1,0
126.0,8,0.2,101.1,1
129.0,8,-0.4,101.1,1
127.0,8,-0.1,101.1,1
151.0,8,-0.2,101.2,0
146.0,8,0.3,101.2,1
71.0,8,-0.1,101.3,0
70.0,8,-0.2,101.2,0
69.0,8,-0.2,101.2,0
159.0,8,0.9,101.3,0
142.0,8,0.5,101.3,1
191.0,8,-0.3,101.3,0
172.0,8,1.6,101.3,0
141.0,8,0.4,101.3,1
173.0,8,2.0,101.3,0
138.0,8,-0.6,101.3,1
185.0,8,3.1,101.4,0
157.0,8,0.6,101.2,0
135.0,8,-0.4,101.3,1
59.0,8,-0.0,101.3,0
144.0,8,2.3,101.3,1
183.0,8,4.3,101.4,0
174.0,8,3.3,101.7,0
171.0,8,3.4,101.7,0
170.0,8,2.8,102.0,0
169.0,8,2.1,101.6,0
167.0,8,1.2,101.6,0
166.0,8,1.4,101.6,0
165.0,8,1.7,101.5,0
175.0,8,4.1,101.8,0
164.0,8,2.3,101.7,0
163.0,8,2.8,101.7,0
160.0,8,4.1,101.6,0
136.0,8,0.6,101.6,1
137.0,8,1.0,102.1,1
140.0,8,10.8,101.4,1
178.0,8,-0.2,101.6,0
179.0,8,11.2,101.8,0
143.0,8,20.8,101.4,1
145.0,8,18.9,101.4,1
147.0,8,28.3,101.4,1
148.0,8,70.3,101.8,1
149.0,8,-51.3,101.6,1
150.0,8,-39.2,101.4,0
153.0,8,-21.3,101.4,0
193.0,8,2.4,101.9,0
192.0,8,1.2,101.5,0
154.0,8,-20.3,101.8,0
190.0,8,4.1,101.9,0
189.0,8,22.3,101.5,0
155.0,8,-14.3,102.0,0
156.0,8,-3.7,101.5,0
168.0,8,13.5,101.7,0
111.0,8,-0.2,101.0,1
75.0,8,0.2,101.0,0
129.0,8,-0.3,101.0,1
72.0,8,0.1,101.1,0
123.0,8,-0.0,101.1,1
74.0,8,0.2,101.0,0
182.0,8,0.3,101.1,0
186.0,8,-0.5,101.1,0
68.0,8,0.0,101.1,0
151.0,8,-0.2,101.1,0
180.0,8,-0.5,101.1,0
152.0,8,-0.2,101.1,0
112.0,8,-0.1,101.2,1
157.0,8,0.1,101.2,0
140.0,8,-0.3,101.3,1
141.0,8,-0.1,101.2,1
153.0,8,-0.1,101.5,0
59.0,8,0.0,101.3,0
156.0,8,0.1,101.4,0
